#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:36.115498] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:36.115516] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:36.115519] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:38.117658] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:38.117677] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:38.117680] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:40.118986] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:40.119006] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:40.119009] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:42.121208] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:42.121228] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:42.121231] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:44.123268] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:44.123283] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:44.123287] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:46.125200] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:46.125213] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:46.125226] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:48.127180] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:48.127194] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:48.127198] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:50.128851] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:50.128870] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:50.128873] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:52.130862] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:52.130880] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:52.130883] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:53.759688] Updated app with guid 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d ({"lifecycle"=>{"data"=>{"buildpacks"=>["nodejs_buildpack"]}, "type"=>"buildpack"}}) (STDOUT, API)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:54.132809] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:54.132825] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:54.132829] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:56.134827] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:56.134839] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:56.134842] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:57.673413] Updated app with guid 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d ({"lifecycle"=>{"data"=>{"buildpacks"=>["nodejs_buildpack"]}, "type"=>"buildpack"}}) (STDOUT, API)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:58.136740] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:58.136759] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:23:58.136762] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:00.138640] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:00.138657] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:00.138660] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:02.140780] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:02.140800] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:02.140805] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:04.142883] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:04.142905] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:04.142908] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:06.168514] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:06.168531] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:06.168537] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:08.146030] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:08.146052] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:08.146055] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:10.147830] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:10.147850] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:10.147855] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:12.149819] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:12.149842] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:12.149845] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:14.151904] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:14.151922] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:14.151924] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:16.153217] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:16.153237] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:16.153241] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:18.155196] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:18.155210] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:18.155213] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:20.157501] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:20.157515] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:20.157518] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:22.159185] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:22.159205] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:22.159208] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:24.161207] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:24.161234] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:24.161238] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:26.163211] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:26.163228] Request URL: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:26.163231] Request Path: /health (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:28.165059] No Authorization Header Found (STDOUT, APP/PROC/WEB)#
#2025 10 01 21:31:18.115#Z#DEBUG#b0c1141b-9f0d-11f0-9faf-eeee0a916215.mck-portal-srv#flowable-async-job-executor-thread-12024#
[PollStageAppStatusExecution] 4d8f45b0-79dd-4bee-823d-05b0e2a2c48d [2025-10-01T21:24:28.165079] Request URL: /health (STDOUT, APP/PROC/WEB)#
